_id,name,enabled,deduped_id,name meta phones,address,address meta phones,city,state,postal code,phone,website,averate rating,rating count,review count,feature count,source count,geo,dupe count,dupe ids
50a31df616631e8702005091,d'espresso,true,,ESPRS,100 Stanton St,"10,STNTN",New York,NY,10002,(212) 982-7030,,5,1,1,12,2,undefined,0,
50a31e1416631e870201886c,cafe spinoza,true,,"KF,SPNS",56 Iriving Place,"56,IRFNK",New York,NY,10003,(212) 533-4611,,5,1,1,1,1,"40.735954,-73.986954",0,
50a31ed516631e8702077c86,bär-bō-nē,true,,,186 Ave. B,"186,B",New York,NY,10009,212-254-6047,,5,1,0,10,1,undefined,0,
50a333386d33ad820300031b,beca,true,,BK,130 Duane St,"130,TN",New York,NY,10013,(212) 964-4600,,5,1,1,1,1,"-74.007444,-74.007444",0,
50a31e3a16631e8702021136,beQu Juice,true,,"BK,JK",77 E 7th St,"7,70",New York,NY,10003,(718) 702-6373,www.bequjuice.com,-1,0,0,4,1,undefined,0,
50a31e1c16631e8702019138,bahr | che,true,,"BR,SH",26 Astor Pl,"26,ASTR",New York,NY,10003,(212) 260-2220,www.bahrche-nyc.com,-1,0,0,5,2,"40.729791,-73.99139",0,
4fdb767de0795a6846ed9db9,Zwmi Restaurant Inc.,true,,SM,130 9th Ave,"130,90",New York,NY,10011,,,4.25,2,41,27,5,"40.743515,-74.003494",2,"4fdb767de0795a6846ed9db9,4fdb7abae0795a6846f3cb53"
4fdb7abae0795a6846f3cb53,Zwmi Restaurant Inc.,false,4fdb767de0795a6846ed9db9,SM,56 9th Ave,"56,90",New York,NY,10011,,,-1,0,0,0,0,"40.741119,-74.005117",2,"4fdb767de0795a6846ed9db9,4fdb7abae0795a6846f3cb53"
50a31efd16631e87020843ea,Zutto Restaurant Group,false,4fdb75bfe0795a6846ec7de3,"ST,KRP",62 Greenwich Ave.,"62,KRNWKSH",New York,NY,10011,(212) 229-1796,,5,1,6,1,1,"-74.000571,-74.000571",5,"4fdb7711e0795a6846ee6b58,50a31efd16631e87020843ea,4fdb75bfe0795a6846ec7de3,4fdb7a10e0795a6846f2c397,50a334396d33ad8203053236"
50a334396d33ad8203053236,Zutto Restaurant Group,false,4fdb75bfe0795a6846ec7de3,"ST,KRP",62 Greenwich Ave.,"62,KRNWKSH",New York,NY,10011,(212) 229-1796,,5,1,6,1,1,"-74.000571,-74.000571",5,"4fdb7711e0795a6846ee6b58,4fdb75bfe0795a6846ec7de3,4fdb7a10e0795a6846f2c397,50a334396d33ad8203053236,50a31efd16631e87020843ea"
50a333586d33ad8203000c4b,Zutto Japanese American Pub,true,,"ST,JPNS,AMRKN,PB",77 Hudson St,"7,HTSN",New York,NY,10013,(212) 233-3287,www.zuttonyc.com,4.166666666666667,3,48,25,4,"40.7184732,-74.0090779",0,
4fdb7711e0795a6846ee6b58,Zutto,false,4fdb75bfe0795a6846ec7de3,ST,62 Greenwich Ave,"62,KRNWKSH",New York,NY,10011,,,-1,0,0,0,0,"40.736032,-74.000769",8,"50a31efd16631e87020843ea,50a334396d33ad8203053236,4fdb7a10e0795a6846f2c397,4fdb75bfe0795a6846ec7de3,4fdb7711e0795a6846ee6b58,50a31d2fad50537c020095ce,4fdb76d2e0795a6846ee109e,50a3339f6d33ad8203009068"
4fdb774de0795a6846eec999,Zum Schneider Corp,false,50a333cf6d33ad8203029def,"SM,SKHNTR",229 E 7th St,"29,70",New York,NY,10009,,,-1,0,0,0,0,"40.724159,-73.978858",3,"50a31ea516631e870206d087,4fdb774de0795a6846eec999,50a333cf6d33ad8203029def"
50a333cf6d33ad8203029def,Zum Schneider,true,,"SM,SKHNTR",107 Ave C,"107,K",New York,NY,10009,(212) 598-1098,www.zumschneider.com,3.75,3,57,22,4,"40.72421,-73.978863",3,"50a333cf6d33ad8203029def,50a31ea516631e870206d087,4fdb774de0795a6846eec999"
50a31ec516631e8702071aa6,Zucker Bakery,true,,"SKR,BKR",433 E 9th St,"43,90",New York,NY,10009,(646) 559-8425,www.zuckerbakery.com,-1,0,2,4,1,undefined,0,
4fdb777ae0795a6846ef0928,Zucco-le French Dinner,true,,"SKK,L,FRNKSH,TNR",188 Orchard St,"18,ORKSHRT",New York,NY,10002,,,4.3,3,61,19,4,"40.721607,-73.988443",0,
4fdb7aa0e0795a6846f3a2e6,Zucca Trattoria,true,,SKK,95 7th Ave S,"95,70",New York,NY,10014,,www.zuccanyc.com,3.925,2,17,5,2,"40.732891,-74.003265",0,
50a31ef116631e8702083363,Zucca Trattoria,true,,SKK,PO Box 864,"P,BKS,864",New York,NY,10011,(212) 255-1984,,-1,0,0,1,1,"40.746497,-74.009447",0,
50a31f9916631e87020bb467,Zpizza,true,,SPZ,298 Bleecker St,"298,BLKR",New York,NY,10014,(212) 206-7433,,5,1,1,11,2,"40.732412,-74.003721",0,
50a31de316631e8702000a16,Zozos Juice and Grille,true,,"SZ,JK,KRL",172 Orchard St,"172,ORKSHRT",New York,NY,10002,(212) 228-0009,,-1,0,0,1,1,"40.721481,-73.988424",0,
4fdb75f5e0795a6846ecc8c2,Zou Lian Bo,false,50a3349b6d33ad8203091dba,"S,LN,B",51 Division St,"51,TFKSN",New York,NY,10002,,,-1,0,0,0,0,"40.714195,-73.995679",5,"4fdb7cc5e0795a6846f71db7,50a31ddd16631e87020001ff,4fdb75f5e0795a6846ecc8c2,50a3349b6d33ad8203091dba,50a31deb16631e8702001cf0"
50a31f8a16631e87020b79b1,Zone Manhattan,true,,"SN,MNHTN",406 West 13th Street,"406,130",New York,NY,10014,(866) 961-9663,,4.05,1,10,1,1,"40.740432,-74.006429",0,
50a333656d33ad8203001297,Zoie's Cafe and Deli,false,50a333766d33ad820300225b,"S,KF,TL",49 Beach St.,"49,BKSH",New York,NY,10013,212-226-9776,,-1,0,0,5,1,undefined,2,"50a333766d33ad820300225b,50a333656d33ad8203001297"
50a333766d33ad820300225b,Zoie's,true,,S,49 Beach St,"49,BKSH",New York,NY,10013,(212) 226-9776,,4,1,1,9,1,undefined,2,"50a333766d33ad820300225b,50a333656d33ad8203001297"
4fdb79e2e0795a6846f27d0c,Zoes Restaurant,true,,S,90 Prince St,"90,PRNK",New York,NY,10012,,http://www.zoerest.com/,-1,0,0,0,0,"40.724553,-73.9985",0,
50a31d27ad50537c02000489,Zoe,true,,S,245 Eldridge St,"245,ELTRTK",New York,NY,10002,(646) 559-5962,www.zoerestaurantnyc.com,4,1,43,24,5,"40.7227394,-73.9897071",0,
50a31ee816631e8702082d9e,Zodiac Deli,true,,"SXK,TL",104 8th Ave,"104,80",New York,NY,10011,(212) 243-3535,,-1,0,0,1,1,"40.740544,-74.001784",0,
50a31e2116631e870201963d,Zitos East,false,4fdb74c8e0795a6846eb24c4,ST,211 1st Ave,"21,1ST",New York,NY,10003,(212) 473-3400,,-1,0,0,0,0,"40.730528,-73.983367",3,"50a31e2116631e870201963d,4fdb74c8e0795a6846eb24c4,50a333ef6d33ad82030352ab"
50a333ef6d33ad82030352ab,Zitos East,false,4fdb74c8e0795a6846eb24c4,ST,211 1st Ave,"21,1ST",New York,NY,10003,(212) 473-3400,,-1,0,0,1,1,"40.730528,-73.983367",3,"50a31e2116631e870201963d,4fdb74c8e0795a6846eb24c4,50a333ef6d33ad82030352ab"
50a31e1816631e8702018dab,Zipangu,true,,SPNK,71 University Pl,"71,UNFRS",New York,NY,10003,(212) 673-0634,,-1,0,0,1,1,"40.733114,-73.993494",0,
50a31d2ead50537c02008465,Zio Ristorante,true,,"S,RSTRNT",17 W 19th St,"17,190",New York,NY,10011,(212) 352-1700,www.zio-nyc.com,4,2,47,25,4,"40.7395602,-73.9924682",2,"50a31d2ead50537c02008465,50a31f3f16631e87020a10cd"
50a31f3f16631e87020a10cd,Zio,false,50a31d2ead50537c02008465,S,17 W. 19th St.,"17,190",New York,NY,10011,212-352-1700,,-1,0,0,10,1,undefined,2,"50a31d2ead50537c02008465,50a31f3f16631e87020a10cd"
4fdb74fde0795a6846eb7717,Zigolinis,true,,SKLN,66 Pearl St,"6,PRL",New York,NY,10004,,http://zigolinis.com/,4.25,2,40,25,3,"40.703646,-74.010871",3,"50a31e9116631e8702064927,4fdb74fde0795a6846eb7717,50a31e9316631e87020652a0"
50a31e9316631e87020652a0,Zigolinis,false,4fdb74fde0795a6846eb7717,SKLN,66 Pearl St Ste 1,"6,PRL,1",New York,NY,10004,(212) 425-3127,,4.4,1,8,1,1,"40.703647,-74.010823",2,"50a31e9316631e87020652a0,4fdb74fde0795a6846eb7717"
50a31e9116631e8702064927,Zigolini's Famiglia,false,4fdb74fde0795a6846eb7717,"SKLN,FMKL",66 Pearl St,"6,PRL",New York,NY,10004,(212) 425-7171,www.zigolinis.com,-1,0,7,10,1,undefined,2,"4fdb74fde0795a6846eb7717,50a31e9116631e8702064927"
4fdb773de0795a6846eeac90,Zibs Deli and Grocery,true,,"SB,TL",32 Avenue C,"32,K",New York,NY,10009,,,-1,0,0,3,2,"40.721619,-73.980651",0,
4fdb74c8e0795a6846eb24c0,Zibetto Espresso Bar,true,,"SBT,ESPRS,BR",102 Fulton St,"102,FLTN",New York,NY,10038,,,-1,0,0,1,1,"40.709599,-74.006512",0,
50a31eac16631e870206d978,Zi Pep,true,,"S,PP",424 E 9th St,"424,90",New York,NY,10009,(212) 475-7377,,-1,0,0,1,1,"40.727618,-73.983666",0,
4fdb7925e0795a6846f17f17,Zhou Restaurants,true,,"SH,RSTR",15 Essex St,"15,ESKS",New York,NY,10002,,,-1,0,0,0,0,"40.71506,-73.99001",0,
50a31df316631e87020044d7,Zheng's Family Garden,true,,"SHNK,FML,KRTN",151 E Broadway,"151,BRTW",New York,NY,10002,(212) 385-8520,,4,1,1,7,2,"40.713776,-73.990896",0,
4fdb7671e0795a6846ed8c18,Zheng Li Yu,true,,"SHNK,L,Y",63 Avenue D,"63,T",New York,NY,10009,,,-1,0,0,1,1,"40.722038,-73.977233",0,
50a31de416631e8702000a58,Zhang Yu Yuan,true,,"SHNK,Y,YN",52 E Broadway # 303,"52,BRTW,303",New York,NY,10002,(212) 343-2506,,-1,0,0,1,1,"40.713829,-73.995606",0,
50a333996d33ad8203007287,Zeytuna Market,false,50a31fc716631e87020dcf5a,"STN,MRKT",59 Maiden Ln,"59,MTN",New York,NY,10038,(212) 742-2436,,3.5,1,40,19,1,"40.708523,-74.008434",3,"4fdb760ae0795a6846ecec70,50a333996d33ad8203007287,50a31fc716631e87020dcf5a"
50a31fc716631e87020dcf5a,Zeytuna Market,true,,"STN,MRKT",59 Maiden Ln,"59,MTN",New York,NY,10038,(212) 742-2436,www.zeytunamarket.com,3.425,2,46,21,2,"40.708523,-74.008434",3,"4fdb760ae0795a6846ecec70,50a31fc716631e87020dcf5a,50a333996d33ad8203007287"
4fdb760ae0795a6846ecec70,Zeytuna,false,50a31fc716631e87020dcf5a,STN,59 Maiden Ln,"59,MTN",New York,NY,10038,,http://zeytunamarket.com/index.html,-1,1,7,10,1,"40.708168,-74.008156",3,"4fdb760ae0795a6846ecec70,50a333996d33ad8203007287,50a31fc716631e87020dcf5a"
50a31df116631e8702003943,Zest,true,,SST,249 Broome St,"249,BRM",New York,NY,10002,(212) 677-3158,,4.75,2,20,16,2,"40.717833,-73.98996",0,
50a31d2bad50537c0200532c,Zerza,true,,SRZ,320 E 6th St,"320,60",New York,NY,10003,(212) 529-8250,www.zerza.com,4.175,4,61,21,4,"40.7268782,-73.9875283",0,
4fdb7583e0795a6846ec2352,Zeny Inc.,false,4fdb78b6e0795a6846f0ded1,SN,32 Union Sq E,"32,UNN,SK",New York,NY,10003,,,-1,0,0,0,0,"40.736162,-73.989357",5,"4fdb7a8ce0795a6846f38434,4fdb78b6e0795a6846f0ded1,4fdb7583e0795a6846ec2352,50a31e3116631e870201d311,50a333f76d33ad82030368ff"
50a31e2916631e870201b3fc,Zen Restaurant,true,,SN,31 St. Marks Pl,"31,MRK",New York,NY,10003,(212) 533-6855,www.zensushinyc.com,3.0375,4,58,18,4,"40.7289693,-73.9882761",0,
4fdb79c2e0795a6846f2577c,Zen Palate John Street LLC,true,,"SN,PLT,JN",104 John St,"104,JN",New York,NY,10038,,http://zenpalate.com/,-1,0,0,0,0,"40.707905,-74.006021",3,"4fdb79c2e0795a6846f2577c,50a3339a6d33ad8203007f7d,50a31fb416631e87020db6d9"
50a31fb416631e87020db6d9,Zen Palate,false,4fdb79c2e0795a6846f2577c,"SN,PLT",104 John St,"104,JN",New York,NY,10038,(212) 962-4208,,-1,0,0,1,1,"40.707694,-74.006236",3,"4fdb79c2e0795a6846f2577c,50a31fb416631e87020db6d9,50a3339a6d33ad8203007f7d"
4fdb75dfe0795a6846ecad38,Zen Palate,true,,"SN,PLT",115 E 18th St,"15,180",New York,NY,10003,,http://www.zenpalate.com/,3.6666666666666665,3,52,27,5,"40.736826,-73.987623",2,"4fdb75dfe0795a6846ecad38,50a0b8849c80bd673300288e"
50a3339a6d33ad8203007f7d,Zen Palate,false,4fdb79c2e0795a6846f2577c,"SN,PLT",104 John St,"104,JN",New York,NY,10038,(212) 962-4208,,-1,0,0,1,1,"40.707694,-74.006236",3,"4fdb79c2e0795a6846f2577c,50a3339a6d33ad8203007f7d,50a31fb416631e87020db6d9"
50a31eba16631e870206f9ee,Zen One,true,,"SN,ON",109 Saint Marks Pl,"109,SNT,MRK",New York,NY,10009,(212) 529-1930,,4,1,5,1,1,"40.727114,-73.983933",0,
50a31e1616631e8702018b0b,Zen Asian Healthy Food,true,,"SN,AKSN,HL0,FT",820 Broadway,"820,BRTW",New York,NY,10003,(212) 677-8282,www.burgerhousenyc.com,4,1,3,6,2,"-73.991057,-73.991057",0,
50a31fea16631e87020e9f5d,Zen,true,,SN,311 S End Ave Ste 1,"31,ENT,1",New York,NY,10280,(212) 432-3634,,-1,0,3,1,1,"40.71051,-74.016412",0,
4fdb7cbee0795a6846f70a71,Zeichner Wine and Liquor,true,,"SKSHNR,WN,LKR",279 1st Ave,"279,1ST",New York,NY,10003,,,-1,0,0,0,0,"40.732647,-73.981706",0,
4fdb7611e0795a6846ecf623,Zarzara LLC,true,,SRZR,166 1st Ave,"16,1ST",New York,NY,10009,,,-1,0,0,1,1,"40.728781,-73.984448",0,
50a31ea716631e870206d3f4,Zaragoza Grocery,true,,SRKZ,215 Ave A,"215,A",New York,NY,10009,(212) 780-9204,,4.333333333333333,3,41,15,4,"40.730005,-73.980813",0,
4fdb7484e0795a6846eac197,Zanzabar,true,,SNZBR,237 Sullivan St,"237,SLFN",New York,NY,10012,,,-1,0,0,0,0,"40.729893,-73.999731",0,
50a31e8a16631e8702062ece,Zams,true,,SM,50 Broadway,"50,BRTW",New York,NY,10004,(212) 825-1555,,4,1,3,8,1,"40.7064414,-74.0126513",0,
4fdb7985e0795a6846f211fa,Zampa,true,,SMP,306 W 13th St,"306,130",New York,NY,10014,,http://zampanyc.com/,4.333333333333333,3,52,21,3,"40.73915,-74.003251",0,
50a31e9f16631e870206a3a4,Zak's Halal Cart,true,,"SK,HLL,KRT",140 Broadway,"140,BRTW",New York,NY,10005,(000) 000-0000,,-1,0,0,5,1,undefined,0,
4fdb7487e0795a6846eac965,Zaitzeff Corp,true,,STZF,72 Nassau St,"72,NS",New York,NY,10038,,http://zaitzeffnyc.com/,4.1625,4,76,25,6,"40.70953,-74.008418",0,
50a31de016631e87020005f3,Zafis Restaurant,false,4fdb79f0e0795a6846f2923b,SF,500 Grand St,"50,KRNT",New York,NY,10002,(212) 475-9749,,-1,0,0,3,2,"40.715736,-73.982799",2,"4fdb79f0e0795a6846f2923b,50a31de016631e87020005f3"
4fdb79f0e0795a6846f2923b,Zafis Luncheonette,true,,"SF,LNKSHNT",500 Grand St,"50,KRNT",New York,NY,10002,,,3.5,2,25,18,2,"40.714725,-73.982562",2,"4fdb79f0e0795a6846f2923b,50a31de016631e87020005f3"
50a324a6e9c524b50206e65a,Zabbelee,true,,SBL,75 2nd Ave,"75,2NT",New York,NY,10003,(212) 505-9533,,-1,0,0,1,1,"40.726456,-73.989404",0,
50a31d2aad50537c02004b1f,Zabb Elee,true,,"SB,EL",75 2nd Ave,"75,2NT",New York,NY,10003,(212) 505-9533,www.zabbelee.com,4,2,49,24,4,"40.7264547,-73.9894044",0,
50a31d2bad50537c02005432,Zabb City,true,,"SB,ST",244 E 13th St,"24,130",New York,NY,10003,(212) 529-8770,,4,2,47,20,4,"40.731926,-73.9861275",0,
50a31f0816631e87020863cd,Zaatar,true,,STR,50 Greenwich Ave,"50,KRNWKSH",Manhattan,NY,10011,(212) 242-3451,,4.5,1,14,10,1,"40.735722,-74.0004383",0,
50a31ea516631e870206d087,ZUM SCHNEIDER,false,50a333cf6d33ad8203029def,"SM,SKHNTR",229 E 7TH ST,"29,70",NEW YORK,NY,10009,(212) 598-1098,www.zumschneider.com,-1,3,0,22,1,"40.724101,-73.9789",3,"50a31ea516631e870206d087,4fdb774de0795a6846eec999,50a333cf6d33ad8203029def"
50a333f26d33ad8203035e6b,ZAIT RESTAURANT,false,4fdb762ee0795a6846ed1fdc,ST,139 1ST AVE,"139,1ST",NEW YORK,NY,10003,(212) 533-4488,,-1,0,0,1,1,"40.727959,-73.985235",3,"50a31e1616631e8702018ad4,4fdb762ee0795a6846ed1fdc,50a333f26d33ad8203035e6b"
50a31e1616631e8702018ad4,ZAIT RESTAURANT,false,4fdb762ee0795a6846ed1fdc,ST,139 1ST AVE,"139,1ST",NEW YORK,NY,10003,(212) 533-4488,,-1,0,0,1,1,"40.727959,-73.985235",3,"50a31e1616631e8702018ad4,4fdb762ee0795a6846ed1fdc,50a333f26d33ad8203035e6b"
4fdb788ce0795a6846f0a350,Z Pizza,true,,PS,298 Bleecker St,"298,BLKR",New York,NY,10014,,,5,1,1,1,1,"40.73241,-74.003907",0,
50a31dfd16631e87020066b8,Z Cozy Food,true,,"KS,FT",565 Grand St,"565,KRNT",New York,NY,10002,(000) 000-0000,,-1,0,0,6,1,undefined,0,
50a31feb16631e87020e9f63,Yushi,true,,YKSH,4 World Financial Ctr250 Vesey St,"4,WRLT,FNNS,KTR250,FS",New York,NY,10280,(212) 945-3096,,2.5,1,40,13,1,"40.709135,-74.017156",0,
50a31fd016631e87020de535,Yushi,true,,YKSH,100 Maiden Ln,"10,MTN",New York,NY,10038,(212) 742-2150,www.yushi.com,3.5,2,24,20,3,"40.706897,-74.007211",0,
50a31d28ad50537c02000714,Yunnan Kitchen,true,,"YNN,KTKSHN",79 Clinton St,"79,KLNTN",New York,NY,10002,(212) 253-2527,www.yunnankitchen.com,3.6666666666666665,3,45,22,5,"40.7190034,-73.9851832",0,
50a31de016631e87020005ed,Yung Sun Restaurant,true,,"YNK,SN",47 E Broadway,"47,BRTW",New York,NY,10002,(212) 346-9888,,3,1,4,8,3,"40.713375,-73.995808",0,
50a3333d6d33ad820300044a,Yun Gun,true,,"YN,KN",13 Hudson St,"13,HTSN",New York,NY,10013,(212) 941-7578,,-1,0,0,1,1,"-74.009238,-74.009238",0,
4fdb7812e0795a6846efed6f,Yummy Village Inc.,true,,"YM,FLK",95 MacDougal St,"95,MKTK",New York,NY,10012,,,-1,0,0,0,0,"40.72931,-74.00107",0,
50a31df216631e8702003de1,Yummy Sushi,true,,"YM,SKSH",198A Orchard St,"198,ORKSHRT",Manhattan,NY,10002,(212) 388-0899,,2.5,1,5,11,1,"40.7224103,-73.9879288",3,"50a31df216631e8702003de1,50a333df6d33ad820303026f,50a31df816631e87020052ea"
4fdb7629e0795a6846ed18a6,Yummy Shawarmy,true,,"YM,SHWRM",71 7th Ave S,"71,70",New York,NY,10014,,,-1,0,0,1,1,"40.732002,-74.00356",0,
50a333506d33ad8203000a55,Yummy Noodles,true,,"YM,NTL",48 Bowery,"48,BWR",New York,NY,10013,(212) 374-1327,www.yummynoodlenyc.com,3.25,2,47,22,3,"40.7157751,-73.9966627",0,
50a31df316631e870200416f,Yummy Lotus Restaurant,true,,"YM,LT",38 Allen St# A,"38,ALN,A",New York,NY,10002,(212) 343-2373,,5,1,2,4,1,"40.7160849,-73.9918125",0,
4fdb770fe0795a6846ee6531,Yummy House,true,,"YM,HS",76 3rd Ave,"76,3RT",New York,NY,10003,,http://yummyhouse.com/,-1,0,0,0,0,"40.731643,-73.988439",0,
50a3348e6d33ad82030884b9,Yummy Dumpling,false,4fdb7497e0795a6846eadf34,"YM,TMPL",299 E. 11th St.,"29,10",New York,NY,10003,212-254-2868,,-1,0,0,9,1,undefined,3,"4fdb7497e0795a6846eadf34,50a31e3116631e870201d510,50a3348e6d33ad82030884b9"
50a31eb316631e870206e4ab,Yuca Bar & Restaurant,true,,"YK,BR",111 Ave A,"11,A",New York,NY,10009,(212) 982-9533,www.yucabarnyc.com,3.6333333333333333,3,63,25,5,"40.726267,-73.983742",0,
50a31d2aad50537c02004a94,Yuba Restaurant,true,,YB,105 E 9th St,"105,90",New York,NY,10003,(212) 777-8188,www.yubanyc.com,4,2,47,19,4,"40.7305396,-73.9902172",0,
50a31de216631e870200087b,Yuan Seng Rstrnt Trade Svc,true,,"YN,SNK,RSTRNT,TRT,SFK",72 Forsyth St,"72,FRS0",New York,NY,10002,(212) 219-3286,,-1,0,0,3,2,"40.71718,-73.993408",0,
50a31de516631e8702000c15,Yozakura Kushiyaki Bar,true,,"YSKR,KKSHYK,BR",168 Ludlow St,"168,LTL",New York,NY,10002,(212) 260-2066,,-1,0,0,1,1,"40.721474,-73.987543",0,
4fdb7556e0795a6846ebed4b,Your Taste Cafe,false,50a31ef616631e8702083873,"TST,KF",100 W 23rd St,"10,23RT",New York,NY,10011,,,-1,0,0,7,1,"40.742913,-73.992806",3,"4fdb7556e0795a6846ebed4b,50a3343f6d33ad82030546ac,50a31ef616631e8702083873"
4fdb7608e0795a6846ece66b,Youngs Fish Market,true,,"YNK,FKSH,MRKT",141 1st Ave,"141,1ST",New York,NY,10003,,,-1,0,0,0,0,"40.727995,-73.985088",0,
50a31fc516631e87020dcc3c,Young's Cafe,true,,"YNK,KF",165 Water St,"165,WTR",New York,NY,10038,(212) 269-5775,,-1,0,0,3,1,"40.7064429,-74.0055668",0,
50a31e0c16631e87020117b6,Young Xinjiang BBQ Cart,true,,"YNK,SNJNK,BK,KRT",Forsyth St. at Division St.,"FRS0,AT,TFKSN",New York,NY,10002,no phone,,-1,0,0,7,1,undefined,0,
